Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
palmier-nain,,,,,,,,L - 140 cm - Ø pot 45 cm,,,,,"",,,1,continue,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-nain--cube-noir_2781370f-a1c9-4db2-9927-54a27bf3385b.jpeg?v=1455991184,,,,,,,,,,,,,,,,,,,kg,
palmier-nain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-nain--cylindre-noir_5785bc73-b890-4acd-ae46-941c53a1bd00.jpeg?v=1455991184,,,,,,,,,,,,,,,,,,,,
palmier-nain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-nain--ravel_e489e274-cf91-4707-b2ac-21e01796481d.jpeg?v=1455991184,,,,,,,,,,,,,,,,,,,,
palmier-nain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-nain_d7ae56c4-d32b-4f1e-8fb3-9b014d99e7bf.jpeg?v=1455991184,,,,,,,,,,,,,,,,,,,,
olivier,Olivier,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Symbole de longévité, l’olivier est avant tout un arbre fruitier qui produit des olives. Des fruits verts puis noirs qui arrivent à maturité à l'automne. L'olivier est un arbre très résistant au froid ce qui lui a permis de largement se populariser autour de Paris, depuis quelques années.</p>
<p><strong>Nom Latin :</strong><em> Olea europea</em></p>
<p><strong>Taille adulte :</strong> 3 m<strong> </strong></p>
<p><strong>Exposition :</strong> Soleil et mi-ombre</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage:</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'extérieur,"exterieur, riviera-carre-conique-haut-gris, riviera-carre-conique-rouge, terre-cylindre-haut",true,Taille,S - 90 cm - Ø pot 20 cm,,,,,"",,,-3,continue,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/olivier_45748178-b10d-49b8-8968-793b2b3fb0a4.jpeg?v=1455991159,Olivier,false,Livraison à domicile d'un Olivier sur tige. Olea europea,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
olivier,,,,,,,,M - 140 cm - Ø pot 24 cm,,,,,"",,,0,continue,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/olivier--carre-conique-haut-riviera_6414429a-65b7-4626-b628-024343817c1a.jpeg?v=1455991159,,,,,,,,,,,,,,,,,,,kg,
olivier,,,,,,,,L - 170 cm - Ø pot 33 cm,,,,,"",,,0,continue,manual,159.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/olivier--carre-conique_e485bd26-3f1f-4390-9d63-c9e3f0dd8d22.jpeg?v=1455991159,,,,,,,,,,,,,,,,,,,kg,
olivier,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/olivier--cylindre-haut_330b0663-5fe4-46e5-b394-a651cdeb67f6.jpeg?v=1455991159,,,,,,,,,,,,,,,,,,,,
cactus,Cactus,"<meta charset=""utf-8""><meta charset=""utf-8"">
<div style=""text-align: center;"">Le cactus le plus utilisé et apprécié en intérieur, donnant immédiatement un charme supplémentaire à votre intérieur par sa singularité. C'est une plante succulente qui possède des tiges globuleuse colonnaires à angles distincts.</div>
<div style=""text-align: left;""><strong></strong></div>
<div style=""text-align: left;"">
<strong>Nom Latin :</strong><em> Euphorbia</em>
</div>
<div style=""text-align: left;""><em></em></div>
<div style=""text-align: left;""><em></em></div>
<div style=""text-align: left;""><em></em></div>
<div style=""text-align: left;""><em></em></div>
<div style=""text-align: left;""><em></em></div>
<div style=""text-align: left;"">
<p><strong>Taille adulte :</strong> 2,5 m<em><br></em></p>
</div>
<p><strong>Exposition :</strong> Mi-ombre</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"fiberstone-cube-gris, interieur, riviera-carre-conique-haut-rouge, terre-vase-vecchio",true,Taille,S - 70 cm - Ø pot 19 cm,,,,,"",,,-51,continue,manual,65.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/cactus_e4cee2cc-9912-48f4-8a59-47bd22afd212.jpeg?v=1461488510,Cactus,false,Livraison à domicile d'un Cactus,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
cactus,,,,,,,,M - 130 cm - Ø pot 27 cm,,,,,"",,,-22,continue,manual,139.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/cactus--vase-vecchio_d5582b0d-008b-41a3-be5b-bb9fb1679eb2.jpeg?v=1461488510,,,,,,,,,,,,,,,,,,,kg,
cactus,,,,,,,,L - 230 cm - Ø pot 45 cm,,,,,"",,,-1,continue,manual,469.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/catus_cube_gris.jpg?v=1461488510,,,,,,,,,,,,,,,,,,,kg,
cactus,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cactus--carre-conique-haut-riviera_a4430fea-e4b0-45a8-9b65-67eb7ce7de06.jpeg?v=1461488510,,,,,,,,,,,,,,,,,,,,
phoenix,Palmier d'appartement,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Le phoenix est considéré comme le palmier qui s'adapte le mieux aux conditions d’intérieur. Le tronc est trapu, presque bulbeux ; son feuillage est fin et léger.</p>
<p><strong>Nom Latin :</strong><em> Phoenix roebellinii</em></p>
<p><strong>Taille adulte :</strong> 1,5 m<em></em></p>
<p><strong>Exposition :</strong> Lumière vive et mi-ombre</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"interieur, ravel",true,Taille,S - 60 cm - Ø pot 21 cm,,,,,"",0,shopify,-2,deny,manual,59.00,,true,true,"",https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-d_appartement_c21ea1ea-ef48-4c2c-aef9-8126371273b3.jpeg?v=1455991129,Phoenix,false,Livraison à domicile d'un palmier d'appartement. Phoenix robelenii,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
phoenix,,,,,,,,M - 130 cm - Ø pot 27 cm,,,,,"",,shopify,0,deny,manual,119.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/phoenix--ravel_de57c604-2ce2-4efe-ae75-8a5dc74b1b47.jpeg?v=1455991129,,,,,,,,,,,,,,,,,,,kg,
phoenix,,,,,,,,L - 200 cm - Ø pot 34 cm,,,,,"",,shopify,0,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/phoenix_fa6b7f60-8142-4d7c-b20e-226790dd6db0.jpeg?v=1455991129,,,,,,,,,,,,,,,,,,,kg,
phoenix,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/phoenix2_698a7a29-be03-47e6-9f7f-1a320d5852ae.jpeg?v=1455991129,,,,,,,,,,,,,,,,,,,,
fleur-de-lune,Fleur de Lune,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Cette plante présente un magnifique feuillage vert brillant d'où s'échappent des inflorescences très originales, blanches parfois teintées de vert ou de crème.</p>
<p><strong>Nom Latin :</strong><em> Spathyphillum</em></p>
<p><strong>Taille adulte :</strong> 0,8 m<em></em></p>
<p><strong>Exposition :</strong> Mi-ombre, sans soleil direct</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"fiberstone-cube-gris, fiberstone-cube-noir, fiberstone-cylindre-noir, interieur",true,Taille,S - 30 cm - Ø pot 14 cm,,,,,"",,,-6,continue,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/fleur-de-lune_eebb8e6b-ed13-4cb0-a470-b389fad36551.jpeg?v=1455991112,Fleur de Lune,false,Livraison à domicile d'une Fleur de Lune Spathyphillum,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
fleur-de-lune,,,,,,,,M - 40 cm - Ø pot 17 cm,,,,,"",,,0,continue,manual,29.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/fleur-de-lune--cube-noir_36b81c1b-79c7-4764-8be7-43da1a34e1ca.jpeg?v=1455991112,,,,,,,,,,,,,,,,,,,kg,
fleur-de-lune,,,,,,,,L - 70 cm - Ø pot  21 cm,,,,,"",,,0,continue,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/fleur-de-lune--cube_214ad915-6f5a-4b7f-93ed-37e219ca68ed.jpeg?v=1455991112,,,,,,,,,,,,,,,,,,,kg,
fleur-de-lune,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/fleur-de-lune--cylindre_c3c164bd-94c8-4e6f-aba7-1251b1ffdef2.jpeg?v=1455991112,,,,,,,,,,,,,,,,,,,,
fleur-de-lune,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/fleur-de-lune_5caacb63-c703-4320-ab3d-f97f11b6216b.jpeg?v=1455991112,,,,,,,,,,,,,,,,,,,,
cycas-du-japon,Cycas du Japon,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Semblable à un palmier nain, il est situé entre la fougère et le palmier. Son feuillage vert foncé est disposé en rosette.</p>
<p><strong>Nom Latin :</strong><em> Cycas revoluta</em></p>
<p><strong>Taille adulte :</strong> 2 m<em></em></p>
<p><strong>Exposition :</strong> Lumière vive</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"fiberstone-cylindre-noir, interieur, riviera-carre-conique-haut-rouge, riviera-rond-rouge",true,Taille,S - 40 cm - Ø pot 12 cm,,,,,"",,shopify,3,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/cycas-du-japon_a4393fc9-96e1-461c-93d7-3cb5d64b5e29.jpeg?v=1458468368,Cycas du Japon,false,Livraison à domicile d'un Cycas du Japon,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
cycas-du-japon,,,,,,,,M - 50 cm - Ø pot 28 cm,,,,,"",,shopify,3,deny,manual,119.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/cycas-du-japon--cylindre_668ce2f2-5122-4060-a08e-fafed54270ba.jpeg?v=1458468368,,,,,,,,,,,,,,,,,,,kg,
cycas-du-japon,,,,,,,,L - 70 cm - Ø pot 35 cm,,,,,"",,shopify,3,deny,manual,169.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/cycas-du-japon--carre-conique-haut-riviera_ce2c3817-0494-4acc-a17e-f61ee47c8200.jpeg?v=1458468368,,,,,,,,,,,,,,,,,,,kg,
cycas-du-japon,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cycas--rond_20852cd0-e934-4990-bf00-cb8234bc5853.jpeg?v=1458468368,,,,,,,,,,,,,,,,,,,,
kentia,Kentia,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Palmier formant un bouquet de feuilles arquées. Ses longues feuilles d'un vert intense sont particulièrement élégantes et lumineuses. Il possède des capacités dépolluantes.</p>
<p><strong>Nom Latin :</strong><em> Kentia</em></p>
<p><strong>Taille adulte :</strong> 2,5 m<em></em></p>
<p><strong>Exposition :</strong> Lumière vive et mi-ombre</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"fiberstone-cube-gris, fiberstone-cylindre-noir, fibertsone-lotus, interieur",true,Taille,S - 120 cm - Ø pot 20 cm,,,,,"",,,-10,continue,manual,59.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/kentia_425222ef-5d9a-48e4-b237-1d051a6a6e8a.jpeg?v=1455991076,Kentia,false,Livraison à domicile d'un Kentia,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
kentia,,,,,,,,M - 170 cm - Ø pot 24 cm,,,,,"",,,0,continue,manual,129.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/kentia--cube_16f6e38f-15c4-46fe-8071-c914f1db0641.jpeg?v=1455991076,,,,,,,,,,,,,,,,,,,kg,
kentia,,,,,,,,L - 210 cm - Ø pot 30 cm,,,,,"",,,1,continue,manual,189.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/kentia--cylindre_0ee1d947-863a-4a69-b614-056895fef6d6.jpeg?v=1455991076,,,,,,,,,,,,,,,,,,,kg,
zamioculcas,Zamioculcas,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Plante tropicale originaire de Zanzibar et particulièrement robuste et peu exigeant. ll possède des belles feuilles charnues.</p>
<p><strong>Nom Latin :</strong><em> Zamioculcas zamiifolia</em></p>
<p><strong>Taille adulte</strong><em><strong> :</strong> </em>1,2 m<em><br></em></p>
<p><strong>Exposition :</strong> Lumière vive et mi-ombre</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"interieur, ravel, terre-vase-vecchio",true,Taille,S - 60 cm - Ø pot 17 cm,,,,,"",,,0,continue,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/zamioculcas_d419d906-856f-4eac-9c00-9e2ede9340b9.jpeg?v=1455991062,Zamioculcas,false,Livraison à domicile d'un Zamioculcas,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
zamioculcas,,,,,,,,M - 100 cm - Ø pot 21 cm,,,,,"",,,0,continue,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/zamioculcas--vase-vecchio_f276ff8c-8d1a-4f6b-8189-687eeb8809d7.jpeg?v=1455991062,,,,,,,,,,,,,,,,,,,kg,
zamioculcas,,,,,,,,L - 120 cm - Ø pot 37 cm,,,,,"",,,0,continue,manual,99.00,,true,true,,,,,,,,,,,,,,,,,,,,,kg,
pied-delephant-ou-tahiti-bob,Pied d'Elephant ou Tahiti Bob,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Son principal attrait vient de sa base renflée à texture liégeuse et crevassée, d'où le nom pied d'éléphant. Ce tronc est surmonté d'une rosette de longues feuilles linéaires, rubanées et retombantes.</p>
<p><strong>Nom Latin :</strong><em> Nolina/beaucarnea recurvata</em></p>
<p><strong>Taille adulte : </strong>1,5 m<strong><br></strong></p>
<p><strong>Exposition :</strong> Lumière vive</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"fibertsone-lotus, interieur, riviera-rond-rouge, terre-vase-vecchio",true,Taille,S - 20 cm - Ø pot 17 cm,,,,,"",,,-1,continue,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/pied-d_elephant-ou-tahiti-bob_bbfb242d-eb0b-48ac-b877-44c50bac65f6.jpeg?v=1455991053,Pied d'Elephant ou Tahiti Bob,false,Livraison à domicile d'un Pied d'Elephant. Beaucarnea,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
pied-delephant-ou-tahiti-bob,,,,,,,,M - 50 cm - Ø pot 20 cm,,,,,"",,,1,continue,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/pied-d_elephant-ou-tahiti-bob--rond_67aaaf1d-0b95-4f22-94fa-e8754246f9d5.jpeg?v=1456762274,,,,,,,,,,,,,,,,,,,kg,
pied-delephant-ou-tahiti-bob,,,,,,,,L - 80 cm - Ø pot 30 cm,,,,,"",,,1,continue,manual,109.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/pied-d_elephant-ou-tahiti-bob--vase-vecchio_3c830650-3f20-4af0-900d-4c521de9e363.jpeg?v=1456762274,,,,,,,,,,,,,,,,,,,kg,
sanseveria-mikado,Sanseveria Mikado,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Il s’agit une plante succulente originaire d’Afrique Tropicale. Sa forme est totalement singulière. Ne taillez pas les pointes piquantes qu’elle présente, auquel cas sa croissance stoppera.</p>
<p><strong>Nom Latin :</strong><em> Sanseveria cylindrica</em></p>
<p><strong>Taille adulte :</strong> 0,8 m<em><br></em></p>
<p><strong>Exposition :</strong> Lumière vive</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage:</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"fiberstone-cylindre-noir, interieur, riviera-carre-conique-haut-taupe",true,Taille,S - 40 cm - Ø pot 13 cm,,,,,"",,,0,continue,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria-mikado_eea224e8-6198-4a8c-b27d-9b4063da047d.jpeg?v=1455991039,Sanseveria Mikado,false,Livraison à domicile d'un Sanseveria Mikado,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
sanseveria-mikado,,,,,,,,M - 70 cm - Ø pot 19 cm,,,,,"",,,1,continue,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria-mikado--carre-conique-haut-fiberstone_9271ed24-e3aa-44ba-b123-3f202f68ec71.jpeg?v=1455991039,,,,,,,,,,,,,,,,,,,kg,
sanseveria-mikado,,,,,,,,L - 80 cm - Ø pot 27 cm,,,,,"",,,1,continue,manual,109.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria-mikado--cylindre_7aecc720-f91d-46be-b39b-14af3ff511ed.jpeg?v=1455991039,,,,,,,,,,,,,,,,,,,kg,
sanseveria-mikado,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria_trif_rivier_rond_gris.jpg?v=1457127729,,,,,,,,,,,,,,,,,,,,
sanseveria,Sanseveria,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Le Sansevieria trifasciata est une espèce subtropicale de plante succulente. Il est appréciée pour son feuillage décoratif, en touffe, strié de vert, et ne nécessitant que très peu de soins.</p>
<p><strong>Nom Latin :</strong><em> Sanseveria trifasciata</em></p>
<p><strong>Taille adulte : </strong>1,5 m<strong><br></strong></p>
<p><strong>Exposition :</strong> Lumière vive</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"fiberstone-carre-conique-haut-noir, fiberstone-cylindre-noir, interieur, riviera-rond-gris",true,Taille,S - 30 cm - Ø pot 17 cm,,,,,"",,,-2,continue,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria_2cbc81cc-61c0-4ec8-913a-6681db291dbf.jpeg?v=1457127629,Sanseveria,false,Livraison à domicile d'un Sanseveria,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
sanseveria,,,,,,,,M - 40 cm - Ø pot 21 cm,,,,,"",,,0,continue,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria--cylindre-gris_19e3806c-f4c8-4cfc-b56c-0b94f46d8f9f.jpeg?v=1457127629,,,,,,,,,,,,,,,,,,,kg,
sanseveria,,,,,,,,L - 70 cm - Ø pot 23 cm,,,,,"",,,1,continue,manual,149.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria--cylindre-noir_209ed4f5-c1df-449c-b1d4-99ffd2c0b6eb.jpeg?v=1457127629,,,,,,,,,,,,,,,,,,,kg,
sanseveria,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria--carre-conique-haut-fiberstone_f682ba76-59c5-40d9-a5d9-1a4a4e62dfd3.jpeg?v=1457127629,,,,,,,,,,,,,,,,,,,,
sanseveria,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria--rond-gris2_c72687cb-3fc6-4dd2-a2c8-5c31dab95a15.jpeg?v=1457127629,,,,,,,,,,,,,,,,,,,,
philodendron,Philodendron,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Ses grandes feuilles trouées, d'un vert intense et brillant en font une plante au style exotique et au feuillage unique. C'est une grimpante a croissance rapide qui a des vertus dépolluantes.</p>
<p><strong>Nom Latin :</strong><em> Philodendron deliciosa</em></p>
<p><strong>Taille adulte :</strong> 2,5 m<strong> </strong></p>
<p><strong>Exposition :</strong> Lumière vive</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'intérieur,"fibertsone-lotus, interieur, ravel",true,Taille,S - 80 cm - Ø pot 21 cm,,,,,"",0,,-3,continue,manual,79.00,,true,true,"",https://cdn.shopify.com/s/files/1/1063/7402/products/philodendron_e3e99052-1389-47f1-96a4-5447b79595fb.jpeg?v=1461482952,Philodendron,false,Livraison à domicile d'un Philodendron,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
philodendron,,,,,,,,M - 120 cm - Ø pot 24 cm,,,,,"",0,,-2,continue,manual,149.00,,true,true,"",https://cdn.shopify.com/s/files/1/1063/7402/products/philodendron_lotus_noir_bis.jpg?v=1457127553,,,,,,,,,,,,,,,,,,,kg,
philodendron,,,,,,,,L - 160 cm - Ø pot 28 cm,,,,,"",0,,1,continue,manual,269.00,,true,true,"",https://cdn.shopify.com/s/files/1/1063/7402/products/philodendron--ravel_aef0295e-1a36-4b97-a5ff-0b449f5a4d44.jpeg?v=1457127553,,,,,,,,,,,,,,,,,,,kg,
philodendron,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/Screenshot_2016-02-26-21-28-47_959a5342-ed53-48f2-99af-3e8a16608ab5.png?v=1461488336,,,,,,,,,,,,,,,,,,,,
